SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,LONGTITUDE,address
PING YI SECONDARY SCHOOL,61,CHAI CHEE STREET,PING YI SECONDARY SCHOOL,61 CHAI CHEE STREET PING YI SECONDARY SCHOOL SINGAPORE 468980,468980,37724.7424694616,34360.4560490176,1.3270167275387,103.920700671987,103.920700671987,Ping Yi Secondary School
NANYANG POLYTECHNIC,150,ANG MO KIO AVENUE 8,NANYANG POLYTECHNIC,150 ANG MO KIO AVENUE 8 NANYANG POLYTECHNIC SINGAPORE 569815,569815,29827.0590414694,40342.6162949912,1.38111875111583,103.849736066713,103.849736066713,Nanyang Polytechnic
SAINT MARGARET'S SECONDARY SCHOOL,111,FARRER ROAD,SAINT MARGARET'S SECONDARY SCHOOL,111 FARRER ROAD SAINT MARGARET'S SECONDARY SCHOOL SINGAPORE 259240,259240,25399.434259722,33591.9655932952,1.32006821363359,103.80995114006,103.80995114006,St. Margaret's Secondary School
NATIONAL UNIVERSITY OF SINGAPORE,2,PRINCE GEORGE'S PARK,NATIONAL UNIVERSITY OF SINGAPORE,2 PRINCE GEORGE'S PARK NATIONAL UNIVERSITY OF SINGAPORE SINGAPORE 118401,118401,22065.0905632423,30532.7102269996,1.29240093319466,103.779990913178,103.779990913178,National University of Singapore
NAN HUA PRIMARY SCHOOL,30,JALAN LEMPENG,NAN HUA PRIMARY SCHOOL,30 JALAN LEMPENG NAN HUA PRIMARY SCHOOL SINGAPORE 128806,128806,19962.2298404071,33496.2443055101,1.31920159956387,103.761095065761,103.761095065761,Nan Hua Primary School
NORTH SPRING PRIMARY SCHOOL,1,RIVERVALE STREET,NORTH SPRING PRIMARY SCHOOL,1 RIVERVALE STREET NORTH SPRING PRIMARY SCHOOL SINGAPORE 545088,545088,35777.2005732814,40999.8398870248,1.38706146494859,103.903202683028,103.903202683028,North Spring Primary School
SENGKANG SECONDARY SCHOOL,10,COMPASSVALE LANE,SENGKANG SECONDARY SCHOOL,10 COMPASSVALE LANE SENGKANG SECONDARY SCHOOL SINGAPORE 545090,545090,35238.8912931653,40940.0948522743,1.38652129134849,103.898365549236,103.898365549236,Sengkang Secondary School
ENDEAVOUR PRIMARY SCHOOL,10,ADMIRALTY LINK,ENDEAVOUR PRIMARY SCHOOL,10 ADMIRALTY LINK ENDEAVOUR PRIMARY SCHOOL SINGAPORE 757521,757521,26232.5507349819,48405.7003912628,1.45403837499301,103.817436231731,103.817436231731,Endeavour Primary School
CEDAR GIRLS' SECONDARY SCHOOL,1,CEDAR AVENUE,CEDAR GIRLS' SECONDARY SCHOOL,1 CEDAR AVENUE CEDAR GIRLS' SECONDARY SCHOOL SINGAPORE 349692,349692,32519.9675315833,35105.7372267004,1.33375800216334,103.873933064886,103.873933064886,Cedar Girls' Secondary School
JIEMIN PRIMARY SCHOOL,2,YISHUN STREET 71,JIEMIN PRIMARY SCHOOL,2 YISHUN STREET 71 JIEMIN PRIMARY SCHOOL SINGAPORE 768515,768515,27678.0421859771,45492.0549418237,1.42768847665227,103.830425490093,103.830425490093,Jiemin Primary School
MAHA BODHI SCHOOL,10,UBI AVENUE 1,MAHA BODHI SCHOOL,10 UBI AVENUE 1 MAHA BODHI SCHOOL SINGAPORE 408931,408931,35565.4979411988,34521.1796176471,1.32847086658384,103.901298737314,103.901298737314,Maha Bodhi School
WOODLANDS RING PRIMARY SCHOOL,11,WOODLANDS RING ROAD,WOODLANDS RING PRIMARY SCHOOL,11 WOODLANDS RING ROAD WOODLANDS RING PRIMARY SCHOOL SINGAPORE 738240,738240,24006.7839585366,46295.2823582534,1.43495229315857,103.797435733144,103.797435733144,Woodlands Ring Primary School
NORTHBROOKS SECONDARY SCHOOL,585,YISHUN RING ROAD,NORTHBROOKS SECONDARY SCHOOL,585 YISHUN RING ROAD NORTHBROOKS SECONDARY SCHOOL SINGAPORE 768692,768692,29316.3687516721,44731.7859666422,1.42081285020652,103.845147332528,103.845147332528,Northbrooks Secondary School
SEMBAWANG PRIMARY SCHOOL,10,SEMBAWANG DRIVE,SEMBAWANG PRIMARY SCHOOL,10 SEMBAWANG DRIVE SEMBAWANG PRIMARY SCHOOL SINGAPORE 757715,757715,26633.8508971538,47414.4307650849,1.4450737155262,103.821042374036,103.821042374036,Sembawang Primary School
NANYANG GIRLS' HIGH SCHOOL,2,LINDEN DRIVE,NANYANG GIRLS' HIGH SCHOOL,2 LINDEN DRIVE NANYANG GIRLS' HIGH SCHOOL SINGAPORE 288683,288683,24561.4160661073,34754.6755309552,1.33058326666479,103.802420979943,103.802420979943,Nanyang Girls' High School
SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),190,DUNEARN ROAD,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),190 DUNEARN ROAD SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY) SINGAPORE 309437,309437,27379.6878858209,33673.6731678378,1.32080725235992,103.827744749548,103.827744749548,Singapore Chinese Girls’ School (Primary)
NAVAL BASE PRIMARY SCHOOL,7,YISHUN AVENUE 4,NAVAL BASE PRIMARY SCHOOL,7 YISHUN AVENUE 4 NAVAL BASE PRIMARY SCHOOL SINGAPORE 769028,769028,28609.3447617413,44233.5083953608,1.41630663159387,103.838794077233,103.838794077233,Naval Base Primary School
HOUGANG PRIMARY SCHOOL,1,HOUGANG STREET 93,HOUGANG PRIMARY SCHOOL,1 HOUGANG STREET 93 HOUGANG PRIMARY SCHOOL SINGAPORE 534238,534238,33284.6782123018,39929.5216681417,1.37738245231461,103.880805274557,103.880805274557,Hougang Primary School
NEW TOWN PRIMARY SCHOOL,300,TANGLIN HALT ROAD,NEW TOWN PRIMARY SCHOOL,300 TANGLIN HALT ROAD NEW TOWN PRIMARY SCHOOL SINGAPORE 148812,148812,24303.310102744,31333.338985689,1.29964188181021,103.80010216304,103.80010216304,New Town Primary School
SENGKANG GREEN PRIMARY SCHOOL,15,FERNVALE ROAD,SENGKANG GREEN PRIMARY SCHOOL,15 FERNVALE ROAD SENGKANG GREEN PRIMARY SCHOOL SINGAPORE 797636,797636,32662.8166451091,41639.3984784018,1.39284606680477,103.875217666486,103.875217666486,Sengkang Green Primary School
HORIZON PRIMARY SCHOOL,61,EDGEDALE PLAINS,HORIZON PRIMARY SCHOOL,61 EDGEDALE PLAINS HORIZON PRIMARY SCHOOL SINGAPORE 828819,828819,36912.5247354358,42380.7999361996,1.399550034492,103.913404855665,103.913404855665,Horizon Primary School
JUNYUAN SECONDARY SCHOOL,11,TAMPINES STREET 84,JUNYUAN SECONDARY SCHOOL,11 TAMPINES STREET 84 JUNYUAN SECONDARY SCHOOL SINGAPORE 528933,528933,39192.0351621611,37301.4129357934,1.35361315263537,103.933886165824,103.933886165824,Junyuan Secondary School
ZHONGHUA PRIMARY SCHOOL,12,SERANGOON AVENUE 4,ZHONGHUA PRIMARY SCHOOL,12 SERANGOON AVENUE 4 ZHONGHUA PRIMARY SCHOOL SINGAPORE 556095,556095,32055.7766133798,38029.9161160812,1.36020329705047,103.869762438084,103.869762438084,Zhonghua Primary School
ZHENGHUA SECONDARY SCHOOL,62,BUKIT PANJANG RING ROAD,ZHENGHUA SECONDARY SCHOOL,62 BUKIT PANJANG RING ROAD ZHENGHUA SECONDARY SCHOOL SINGAPORE 679962,679962,20453.8539943136,41144.0638934448,1.38836583415352,103.765510638527,103.765510638527,Zhenghua Secondary School
BUKIT PANJANG PRIMARY SCHOOL,109,CASHEW ROAD,BUKIT PANJANG PRIMARY SCHOOL,109 CASHEW ROAD BUKIT PANJANG PRIMARY SCHOOL SINGAPORE 679676,679676,20883.8530479269,39513.7297099214,1.37362179302436,103.769374904025,103.769374904025,Bukit Panjang Primary School
CATHOLIC JUNIOR COLLEGE,129,WHITLEY ROAD,CATHOLIC JUNIOR COLLEGE,129 WHITLEY ROAD CATHOLIC JUNIOR COLLEGE SINGAPORE 297822,297822,28190.3351049758,34088.1962013766,1.32455605783219,103.835028842353,103.835028842353,Catholic Junior College
OPERA ESTATE PRIMARY SCHOOL,48,FIDELIO STREET,OPERA ESTATE PRIMARY SCHOOL,48 FIDELIO STREET OPERA ESTATE PRIMARY SCHOOL SINGAPORE 458436,458436,38068.3909911709,33509.3080883529,1.31931914436255,103.923788259248,103.923788259248,Opera Estate Primary School
PUNGGOL SECONDARY SCHOOL,51,EDGEFIELD PLAINS,PUNGGOL SECONDARY SCHOOL,51 EDGEFIELD PLAINS PUNGGOL SECONDARY SCHOOL SINGAPORE 828870,828870,36446.0969829671,42658.0347204488,1.40205738421399,103.909213706482,103.909213706482,Punggol Secondary School
TECK WHYE PRIMARY SCHOOL,11,TECK WHYE WALK,TECK WHYE PRIMARY SCHOOL,11 TECK WHYE WALK TECK WHYE PRIMARY SCHOOL SINGAPORE 688261,688261,19094.0433355458,40622.6493846048,1.38364996834457,103.753291857016,103.753291857016,Teck Whye Primary School
SENG KANG PRIMARY SCHOOL,21,COMPASSVALE WALK,SENG KANG PRIMARY SCHOOL,21 COMPASSVALE WALK SENG KANG PRIMARY SCHOOL SINGAPORE 545166,545166,35394.8580362787,41269.1828696113,1.38949740422462,103.899767112047,103.899767112047,Seng Kang Primary School
GUANGYANG SECONDARY SCHOOL,8,BISHAN STREET 12,GUANGYANG SECONDARY SCHOOL,8 BISHAN STREET 12 GUANGYANG SECONDARY SCHOOL SINGAPORE 579807,579807,29879.7115914728,36283.3906797953,1.34440856042912,103.850208933626,103.850208933626,Guangyang Secondary School
YUYING SECONDARY SCHOOL,47,HOUGANG AVENUE 1,YUYING SECONDARY SCHOOL,47 HOUGANG AVENUE 1 YUYING SECONDARY SCHOOL SINGAPORE 538884,538884,34329.6638843575,37690.788632296,1.35713595302467,103.890194755287,103.890194755287,Yuying Secondary School
TAO NAN SCHOOL,49,MARINE CRESCENT,TAO NAN SCHOOL,49 MARINE CRESCENT TAO NAN SCHOOL SINGAPORE 449761,449761,36706.7907984024,31957.4686842412,1.30528528687321,103.911553152326,103.911553152326,Tao Nan School
ZHANGDE PRIMARY SCHOOL,51,JALAN MEMBINA,ZHANGDE PRIMARY SCHOOL,51 JALAN MEMBINA ZHANGDE PRIMARY SCHOOL SINGAPORE 169485,169485,27180.1468993286,29627.1075303145,1.28421153335379,103.825951875662,103.825951875662,Zhangde Primary School
PEI HWA SECONDARY SCHOOL,21,FERNVALE LINK,PEI HWA SECONDARY SCHOOL,21 FERNVALE LINK PEI HWA SECONDARY SCHOOL SINGAPORE 797702,797702,33023.8451944096,41366.172537256,1.39037504993234,103.878461745339,103.878461745339,Pei Hwa Secondary School
RADIN MAS PRIMARY SCHOOL,1,BUKIT PURMEI AVENUE,RADIN MAS PRIMARY SCHOOL,1 BUKIT PURMEI AVENUE RADIN MAS PRIMARY SCHOOL SINGAPORE 099840,099840,26983.8685896052,28603.9263991714,1.27495823622634,103.824188270373,103.824188270373,Radin Mas Primary School
YIO CHU KANG PRIMARY SCHOOL,1,HOUGANG STREET 51,YIO CHU KANG PRIMARY SCHOOL,1 HOUGANG STREET 51 YIO CHU KANG PRIMARY SCHOOL SINGAPORE 538720,538720,33823.1315680202,39990.3703038469,1.37793264345276,103.885643682171,103.885643682171,Yio Chu Kang Primary School
KHENG CHENG SCHOOL,15,LORONG 3 TOA PAYOH,KHENG CHENG SCHOOL,15 LORONG 3 TOA PAYOH KHENG CHENG SCHOOL SINGAPORE 319580,319580,29539.1234353296,35501.5835219584,1.3373381935639,103.847148501824,103.847148501824,Kheng Cheng School
DAMAI SECONDARY SCHOOL,4800,BEDOK RESERVOIR ROAD,DAMAI SECONDARY SCHOOL,4800 BEDOK RESERVOIR ROAD DAMAI SECONDARY SCHOOL SINGAPORE 479229,479229,38435.9529452929,35456.4196343422,1.33692798510393,103.927091653438,103.927091653438,Damai Secondary School
SAINT GABRIEL'S PRIMARY SCHOOL,220,LORONG CHUAN,SAINT GABRIEL'S PRIMARY SCHOOL,220 LORONG CHUAN SAINT GABRIEL'S PRIMARY SCHOOL SINGAPORE 556742,556742,31254.358949963,36843.2848763354,1.34947192653862,103.862561037707,103.862561037707,St. Gabriel's Primary School
KEMING PRIMARY SCHOOL,90,BUKIT BATOK EAST AVENUE 6,KEMING PRIMARY SCHOOL,90 BUKIT BATOK EAST AVENUE 6 KEMING PRIMARY SCHOOL SINGAPORE 659762,659762,19445.3031655131,36407.3561431039,1.34552849960874,103.756449399351,103.756449399351,Keming Primary School
CANOSSA CATHOLIC PRIMARY SCHOOL,1,SALLIM ROAD,CANOSSA CATHOLIC PRIMARY SCHOOL,1 SALLIM ROAD CANOSSA CATHOLIC PRIMARY SCHOOL SINGAPORE 387621,387621,33443.1189393327,34319.1509661097,1.32664424544839,103.882227964852,103.882227964852,Canossa Catholic Primary School
SI LING PRIMARY SCHOOL,61,WOODLANDS AVENUE 1,SI LING PRIMARY SCHOOL,61 WOODLANDS AVENUE 1 SI LING PRIMARY SCHOOL SINGAPORE 739067,739067,22738.0565941427,46014.1202728488,1.43240935732525,103.786035065192,103.786035065192,Si Ling Primary School
OASIS PRIMARY SCHOOL,71,EDGEFIELD PLAINS,OASIS PRIMARY SCHOOL,71 EDGEFIELD PLAINS OASIS PRIMARY SCHOOL SINGAPORE 828716,828716,36658.2990973163,42941.8599344008,1.40462413200793,103.911120600638,103.911120600638,Oasis Primary School
ORCHID PARK SECONDARY SCHOOL,10,YISHUN STREET 81,ORCHID PARK SECONDARY SCHOOL,10 YISHUN STREET 81 ORCHID PARK SECONDARY SCHOOL SINGAPORE 768454,768454,28505.3110986585,44124.4476742018,1.41532032779634,103.837859241343,103.837859241343,Orchid Park Secondary School
SAINT ANTHONY'S CANOSSIAN SECONDARY SCHOOL,1600,BEDOK NORTH AVENUE 4,SAINT ANTHONY'S CANOSSIAN SECONDARY SCHOOL,1600 BEDOK NORTH AVENUE 4 SAINT ANTHONY'S CANOSSIAN SECONDARY SCHOOL SINGAPORE 469700,469700,40092.566337103,35206.0519231595,1.33466313498855,103.941977166932,103.941977166932,St. Anthony's Canossian Secondary School
SAINT ANTHONY'S CANOSSIAN PRIMARY SCHOOL,1602,BEDOK NORTH AVENUE 4,SAINT ANTHONY'S CANOSSIAN PRIMARY SCHOOL,1602 BEDOK NORTH AVENUE 4 SAINT ANTHONY'S CANOSSIAN PRIMARY SCHOOL SINGAPORE 469701,469701,40009.9558383394,35212.930261923,1.3347253730189,103.941234868202,103.941234868202,St. Anthony's Canossian Primary School
NORTHLAND PRIMARY SCHOOL,15,YISHUN AVENUE 4,NORTHLAND PRIMARY SCHOOL,15 YISHUN AVENUE 4 NORTHLAND PRIMARY SCHOOL SINGAPORE 769026,769026,28846.8654693784,44749.1496797893,1.42096989918951,103.840928424929,103.840928424929,Northland Primary School
HWA CHONG INSTITUTION,661,BUKIT TIMAH ROAD,HWA CHONG INSTITUTION,661 BUKIT TIMAH ROAD HWA CHONG INSTITUTION SINGAPORE 269734,269734,24926.8156149359,34131.5293299966,1.3249477928719,103.805704361472,103.805704361472,Hwa Chong Institution
SAINT HILDA'S PRIMARY SCHOOL (U/C),2,TAMPINES AVENUE 3,SAINT HILDA'S PRIMARY SCHOOL (U/C),2 TAMPINES AVENUE 3 SAINT HILDA'S PRIMARY SCHOOL (U/C) SINGAPORE 529706,529706,39641.0330356695,36830.0272573233,1.34934994368496,103.937920511812,103.937920511812,St. Hilda's Primary School
DUNMAN HIGH SCHOOL,10,TANJONG RHU ROAD,DUNMAN HIGH SCHOOL,10 TANJONG RHU ROAD DUNMAN HIGH SCHOOL SINGAPORE 436895,436895,33522.593402571,31368.7836118564,1.29996216014962,103.88294155989,103.88294155989,Dunman High School
ASSUMPTION ENGLISH SCHOOL,622,UPPER BUKIT TIMAH ROAD,ASSUMPTION ENGLISH SCHOOL,622 UPPER BUKIT TIMAH ROAD ASSUMPTION ENGLISH SCHOOL SINGAPORE 678117,678117,20584.7646280937,38934.3043401875,1.36838160662857,103.766687526556,103.766687526556,Assumption English School
ANGLO-CHINESE SCHOOL (BARKER ROAD),60,BARKER ROAD,ANGLO-CHINESE SCHOOL (BARKER ROAD),60 BARKER ROAD ANGLO-CHINESE SCHOOL (BARKER ROAD) SINGAPORE 309919,309919,28273.1184036592,33542.0043816008,1.31961649151328,103.835772689988,103.835772689988,Anglo-Chinese School (Barker Road)
WEST SPRING SECONDARY SCHOOL,61,SENJA ROAD,WEST SPRING SECONDARY SCHOOL,61 SENJA ROAD WEST SPRING SECONDARY SCHOOL SINGAPORE 677737,677737,19854.9273258867,41084.0393943992,1.38782283303782,103.760128840155,103.760128840155,West Spring Secondary School
SAINT GABRIEL'S SECONDARY SCHOOL,24,SERANGOON AVENUE 1,SAINT GABRIEL'S SECONDARY SCHOOL,24 SERANGOON AVENUE 1 SAINT GABRIEL'S SECONDARY SCHOOL SINGAPORE 556140,556140,32760.4506575912,36513.3583147768,1.34648798732177,103.876094163287,103.876094163287,St. Gabriel's Secondary School
PEI CHUN PUBLIC SCHOOL,16,LORONG 7 TOA PAYOH,PEI CHUN PUBLIC SCHOOL,16 LORONG 7 TOA PAYOH PEI CHUN PUBLIC SCHOOL SINGAPORE 319320,319320,30478.0803604238,35505.5040733535,1.33737358725951,103.855585578061,103.855585578061,Pei Chun Public School
KRANJI SECONDARY SCHOOL,61,CHOA CHU KANG STREET 51,KRANJI SECONDARY SCHOOL,61 CHOA CHU KANG STREET 51 KRANJI SECONDARY SCHOOL SINGAPORE 689333,689333,17747.3609606959,41330.5036858637,1.39005109871311,103.741190664845,103.741190664845,Kranji Secondary School
YUHUA SECONDARY SCHOOL,35,JURONG WEST STREET 41,YUHUA SECONDARY SCHOOL,35 JURONG WEST STREET 41 YUHUA SECONDARY SCHOOL SINGAPORE 649406,649406,15687.9488993762,36590.8085158002,1.34718626876968,103.722687235839,103.722687235839,Yuhua Secondary School
CHUNG CHENG HIGH SCHOOL (YISHUN),11,YISHUN STREET 61,CHUNG CHENG HIGH SCHOOL (YISHUN),11 YISHUN STREET 61 CHUNG CHENG HIGH SCHOOL (YISHUN) SINGAPORE 768547,768547,28453.17758404,44556.321072707,1.41922603586175,103.837390782849,103.837390782849,Chung Cheng High School (Yishun)
GEYLANG METHODIST SCHOOL (PRIMARY),4,GEYLANG EAST CENTRAL,GEYLANG METHODIST SCHOOL (PRIMARY),4 GEYLANG EAST CENTRAL GEYLANG METHODIST SCHOOL (PRIMARY) SINGAPORE 389706,389706,33623.1818729434,33318.1223668903,1.31759126757284,103.883845744916,103.883845744916,Geylang Methodist School (Primary)
FRONTIER PRIMARY SCHOOL,20,JURONG WEST STREET 61,FRONTIER PRIMARY SCHOOL,20 JURONG WEST STREET 61 FRONTIER PRIMARY SCHOOL SINGAPORE 648200,648200,13129.8467444237,35399.679120725,1.33641298743234,103.69970173931,103.69970173931,Frontier Primary School
NAN CHIAU PRIMARY SCHOOL,50,ANCHORVALE LINK,NAN CHIAU PRIMARY SCHOOL,50 ANCHORVALE LINK NAN CHIAU PRIMARY SCHOOL SINGAPORE 545080,545080,34439.3196740765,41569.2687405795,1.39221149906592,103.891180928186,103.891180928186,Nan Chiau Primary School
TANJONG KATONG PRIMARY SCHOOL,10,SERAYA ROAD,TANJONG KATONG PRIMARY SCHOOL,10 SERAYA ROAD TANJONG KATONG PRIMARY SCHOOL SINGAPORE 437259,437259,35431.3472408336,31952.5175080001,1.30524084264265,103.900092702031,103.900092702031,Tanjong Katong Primary School
ANGLO-CHINESE SCHOOL (PRIMARY),50,BARKER ROAD,ANGLO-CHINESE SCHOOL (PRIMARY),50 BARKER ROAD ANGLO-CHINESE SCHOOL (PRIMARY) SINGAPORE 309918,309918,28254.9829477305,33404.2340238672,1.31837054523521,103.835609732354,103.835609732354,Anglo-Chinese School (Primary)
XINGNAN PRIMARY SCHOOL,5,JURONG WEST STREET 91,XINGNAN PRIMARY SCHOOL,5 JURONG WEST STREET 91 XINGNAN PRIMARY SCHOOL SINGAPORE 649036,649036,11822.0669615418,36078.0729275383,1.34254744877694,103.687950252103,103.687950252103,Xingnan Primary School
ANDERSON SERANGOON JUNIOR COLLEGE,4500,ANG MO KIO AVENUE 6,ANDERSON SERANGOON JUNIOR COLLEGE,4500 ANG MO KIO AVENUE 6 ANDERSON SERANGOON JUNIOR COLLEGE SINGAPORE 569843,569843,29384.6783545613,40102.1495742314,1.37894408046934,103.845760935132,103.845760935132,Anderson Serangoon Junior College
QIHUA PRIMARY SCHOOL,5,WOODLANDS STREET 81,QIHUA PRIMARY SCHOOL,5 WOODLANDS STREET 81 QIHUA PRIMARY SCHOOL SINGAPORE 738525,738525,22994.5551156951,47078.5774599016,1.4420359661233,103.788339756898,103.788339756898,Qihua Primary School
SHUQUN PRIMARY SCHOOL,8,JURONG WEST STREET 51,SHUQUN PRIMARY SCHOOL,8 JURONG WEST STREET 51 SHUQUN PRIMARY SCHOOL SINGAPORE 649332,649332,15558.4638573611,36642.4359194618,1.34765311431632,103.721523713379,103.721523713379,Shuqun Primary School
PRINCESS ELIZABETH PRIMARY SCHOOL,30,BUKIT BATOK WEST AVENUE 3,PRINCESS ELIZABETH PRIMARY SCHOOL,30 BUKIT BATOK WEST AVENUE 3 PRINCESS ELIZABETH PRIMARY SCHOOL SINGAPORE 659163,659163,17728.1546840398,36813.7803722396,1.349203512653,103.74101964471,103.74101964471,Princess Elizabeth Primary School
BOON LAY SECONDARY SCHOOL,11,JURONG WEST STREET 65,BOON LAY SECONDARY SCHOOL,11 JURONG WEST STREET 65 BOON LAY SECONDARY SCHOOL SINGAPORE 648354,648354,13373.5768683841,36097.304205548,1.34272216334333,103.701891453912,103.701891453912,Boon Lay Secondary School
OUTRAM SECONDARY SCHOOL,3,YORK HILL,OUTRAM SECONDARY SCHOOL,3 YORK HILL OUTRAM SECONDARY SCHOOL SINGAPORE 168622,168622,28423.8747252515,29881.6544933487,1.28651357464735,103.837127264403,103.837127264403,Outram Secondary School
CHIJ (KATONG) PRIMARY,17,MARTIA ROAD,CHIJ (KATONG) PRIMARY,17 MARTIA ROAD CHIJ (KATONG) PRIMARY SINGAPORE 424821,424821,36656.9804726057,32090.1643723603,1.30648535277087,103.911105620496,103.911105620496,CHIJ (Katong) Primary
YUHUA PRIMARY SCHOOL,158,JURONG EAST STREET 24,YUHUA PRIMARY SCHOOL,158 JURONG EAST STREET 24 YUHUA PRIMARY SCHOOL SINGAPORE 609558,609558,17737.7130106175,36105.9662365932,1.34280230475033,103.741105772644,103.741105772644,Yuhua Primary School
KRANJI PRIMARY SCHOOL,11,CHOA CHU KANG STREET 54,KRANJI PRIMARY SCHOOL,11 CHOA CHU KANG STREET 54 KRANJI PRIMARY SCHOOL SINGAPORE 689189,689189,18434.245239621,41718.5305804759,1.39356050497104,103.747362720939,103.747362720939,Kranji Primary School
BUKIT VIEW PRIMARY SCHOOL,18,BUKIT BATOK STREET 21,BUKIT VIEW PRIMARY SCHOOL,18 BUKIT BATOK STREET 21 BUKIT VIEW PRIMARY SCHOOL SINGAPORE 659634,659634,19135.5884738322,36444.0823157039,1.34586054788695,103.75366641455,103.75366641455,Bukit View Primary School
PASIR RIS PRIMARY SCHOOL,5,PASIR RIS STREET 21,PASIR RIS PRIMARY SCHOOL,5 PASIR RIS STREET 21 PASIR RIS PRIMARY SCHOOL SINGAPORE 518968,518968,42410.5136828674,39380.9927665386,1.37241870245531,103.962807212116,103.962807212116,Pasir Ris Primary School
WELLINGTON PRIMARY SCHOOL,10,WELLINGTON CIRCLE,WELLINGTON PRIMARY SCHOOL,10 WELLINGTON CIRCLE WELLINGTON PRIMARY SCHOOL SINGAPORE 757702,757702,26774.2225156762,48171.4790451899,1.45192019155475,103.822303719094,103.822303719094,Wellington Primary School
FAIRFIELD METHODIST SCHOOL (SECONDARY),102,DOVER ROAD,FAIRFIELD METHODIST SCHOOL (SECONDARY),102 DOVER ROAD FAIRFIELD METHODIST SCHOOL (SECONDARY) SINGAPORE 139649,139649,22522.3772030193,31553.6179904211,1.30163374395823,103.784099647149,103.784099647149,Fairfield Methodist Secondary School
SAINT ANDREW'S JUNIOR COLLEGE,5,SORBY ADAMS DRIVE,SAINT ANDREW'S JUNIOR COLLEGE,5 SORBY ADAMS DRIVE SAINT ANDREW'S JUNIOR COLLEGE SINGAPORE 357691,357691,31367.377300797,35029.1094067935,1.33306515740956,103.863576377056,103.863576377056,Saint Andrew's Junior College
SOUTH VIEW PRIMARY SCHOOL,6,CHOA CHU KANG CENTRAL,SOUTH VIEW PRIMARY SCHOOL,6 CHOA CHU KANG CENTRAL SOUTH VIEW PRIMARY SCHOOL SINGAPORE 689762,689762,18313.2418920035,40403.3706761971,1.38166664389749,103.746275846011,103.746275846011,South View Primary School
SAINT ANDREW'S JUNIOR SCHOOL,2,FRANCIS THOMAS DRIVE,SAINT ANDREW'S JUNIOR SCHOOL,2 FRANCIS THOMAS DRIVE SAINT ANDREW'S JUNIOR SCHOOL SINGAPORE 359337,359337,31538.8499082169,34845.2692709584,1.33140255308868,103.865117134385,103.865117134385,St. Andrew's Junior School
ANG MO KIO SECONDARY SCHOOL,6,ANG MO KIO STREET 22,ANG MO KIO SECONDARY SCHOOL,6 ANG MO KIO STREET 22 ANG MO KIO SECONDARY SCHOOL SINGAPORE 569362,569362,28983.3847605418,38818.7070966065,1.36733710171069,103.842154973672,103.842154973672,Ang Mo Kio Secondary School
BUKIT MERAH SECONDARY SCHOOL,10,LENGKOK BAHRU,BUKIT MERAH SECONDARY SCHOOL,10 LENGKOK BAHRU BUKIT MERAH SECONDARY SCHOOL SINGAPORE 159050,159050,25787.5608570725,29790.9091712814,1.28569283064288,103.813438929393,103.813438929393,Bukit Merah Secondary School
BROADRICK SECONDARY SCHOOL,61,DAKOTA CRESCENT,BROADRICK SECONDARY SCHOOL,61 DAKOTA CRESCENT BROADRICK SECONDARY SCHOOL SINGAPORE 399935,399935,33965.1104164785,32152.5974159427,1.30705061123433,103.886917922608,103.886917922608,Broadrick Secondary School
DEYI SECONDARY SCHOOL,1,ANG MO KIO STREET 42,DEYI SECONDARY SCHOOL,1 ANG MO KIO STREET 42 DEYI SECONDARY SCHOOL SINGAPORE 569277,569277,30139.7572483057,38670.5350554623,1.36599702567717,103.852545772422,103.852545772422,Deyi Secondary School
EVERGREEN PRIMARY SCHOOL,31,WOODLANDS CIRCLE,EVERGREEN PRIMARY SCHOOL,31 WOODLANDS CIRCLE EVERGREEN PRIMARY SCHOOL SINGAPORE 738908,738908,23688.7552570887,47312.692020528,1.44415332824735,103.794577787757,103.794577787757,Evergreen Primary School
GREENWOOD PRIMARY SCHOOL,11,WOODLANDS DRIVE 62,GREENWOOD PRIMARY SCHOOL,11 WOODLANDS DRIVE 62 GREENWOOD PRIMARY SCHOOL SINGAPORE 737942,737942,24818.0410170276,46842.3174743224,1.43989958331782,103.804725587384,103.804725587384,Greenwood Primary School
SAINT MARGARET'S PRIMARY SCHOOL (U/C),136,SOPHIA ROAD,SAINT MARGARET'S PRIMARY SCHOOL (U/C),136 SOPHIA ROAD SAINT MARGARET'S PRIMARY SCHOOL (U/C) SINGAPORE 228197,228197,29432.7525088117,31788.5599566493,1.30375892693678,103.846192524384,103.846192524384,St. Margaret's Primary School
PUNGGOL GREEN PRIMARY SCHOOL,98,PUNGGOL WALK,PUNGGOL GREEN PRIMARY SCHOOL,98 PUNGGOL WALK PUNGGOL GREEN PRIMARY SCHOOL SINGAPORE 828772,828772,35287.340952022,42637.5237120874,1.40187220643293,103.898801330302,103.898801330302,Punggol Green Primary School
JURONG SECONDARY SCHOOL,31,YUAN CHING ROAD,JURONG SECONDARY SCHOOL,31 YUAN CHING ROAD JURONG SECONDARY SCHOOL SINGAPORE 618652,618652,15828.7257759329,34692.6761670429,1.33002032220942,103.723952961648,103.723952961648,Jurong Secondary School
